property_id,item_id,item_name
676055,4639,X - 3. Tile Keychain Promotion
676055,4760,X - 2020/2021 Special: Roomba
676055,4960,"X - 2021/2022 B2 & C1 Balcony $1,000 Gift card"
676055,4807,XX 2021/2022 Signing Day
676055,4799,XX Free Parking
676055,4783,X - 2021/2022 $100 Fill Your Unit
676055,4935,X - 2021/2022 $750 Gift Card
676055,4944,"X - 2021/2022 D1 $1,000 Gift Card"
676055,4869,XX 21/22 Pick Your Perk - $600 GC or $50 Off
676055,5103,22/23 $300 New Lease Gift Card
676055,4957,X - 2021/2022 - Feb 2021 $200 Gift Card
676055,4981,X - 2021/2022 Refer a Friend $500
676055,5104,22/23 $400 Renewal Lease Gift Card
676055,4822,X - 2021/2022 Manager Special
676055,4982,X - 2021/2022 Refer a Friend $1000 Gift Card
676055,4967,X - 2021/2022 Managers Special $250
676055,5108,22/23 B1 & B2 $300 Gift Card
676055,4790,X - Manager Special
676055,5109,22/23 C1 $400 Gift Card
676055,5055,22/23 $350 Renewal Gift Card
676055,5110,22/23 D1 $500 Gift Card
676055,5056,22/23 $250 New Lease Gift Card
676055,5111,22/23 D2 $500 Gift Card
676055,5127,22/23 Managers Special $150 Gift Card
676055,5129,22/23 $330 Gift Card
676055,5134,22/23 Manager's Special - $100 Gift Card
676055,5130,22/23 $630 Gift Card
676055,5161,22/23 $600 Gift Card
676055,5176,22/23 $500 Gift Card
676055,5177,22/23 $100 Look and Lease GC
676055,5191,"22/23 D1, D2, D1 Balcony $300 Gift Card Look & Lease Special"
676055,5190,"22/23 D1, D1 Balcony, D2 $300 Gift Card"
676055,5119,22/23 $150 Gift Card - National Signing Day
676055,5218,22/23 PYP $500 Gift Card
676055,5219,22/23 PYP Apple AirPods Max
676055,5220,"22/23 PYP 60"" Samsung Smart TV"
676055,5241,22/23 $250 Gift Card - Refer a Friend
676055,5242,22/23 $200 Immediate Gift Card
952515,4927,Staycation
952515,4910,2021/2022 - D1 $100 Gift Card
952515,4781,iPad Giveaway 11/30/2020
952515,4812,$100 Gift Card
952515,4824,Winter 2021 $200 Gift Card
952515,4857,Winter 2021 - Refer a Friend and get $100
952515,5126,22/23 $150 Gift Card - National Signing Day
577897,4892,"21/22 $1,000 Off Rent"
577897,4586,Sign By 6/30
577897,4595,BDW Special
577897,4596,Internet Special 5/1/19 Move Ins
577897,4587,Sign By 7/31/19
518041,5090,"22/23 $250 Gift Card, 2 & 3 Beds"
518041,5091,"22/23 $100 Gift Card, 4 Bedrooms"
518041,4800,X - 01/21 Leasing Special $400 Gift Card
518041,4673,X - 2020/2021 Special: Pick Your Perk
518041,4714,X - 2020/2021 Special: 3 Months Free Parking or 300 Gift Card
518041,4801,X - 21/22 Fill Your Unit Special $200 Gift Card
518041,4659,X - 2020/2021 Special: Sign Lease and Pick Your Perk: $300 GC or 1 Year Parking
518041,4677,X - 2020/2021 Special: Sign by 1  31 2020  and Pick Your Perk
518041,4787,X - 21/22 Special: Cyber Monday $50 Gift Card
518041,4825,X - 02/2021 KD Special - $200 Gift Card
518041,4823,X - 02/2021 Special - $400 Gift Card
518041,4868,X - 21/22 4 Bed $300 Gift Card
518041,4921,X - 2021/2022 $750 Gift Card
518041,4956,"X - 2021/2022 $2,000 Now & Later Special"
518041,4932,X - 2021/2022 $750 Gift Card & 12 Months Free Parking
518041,4977,X - 2021/2022 Refer a Friend $250
518041,4412,X - Past Special. $500 Visa Gift Card
518041,4965,"X - 2021/2022 $2,000 Pick Your Perk"
518041,4978,X - 2021/2022 Refer a Friend $500
518041,4973,X 2021/2022 - 0721 4x4 $500 Gift Card
518041,4943,"X - 2021/2022 $1,000 Gift Card D1 & D5"
518041,4998,X - 2021/2022 4 Bedroom $250 Gift Card
518041,4979,X - 2021/2022 Managers Special $250
518041,4988,X - Fill Your Unit - $300
518041,5057,22/23 $360 New Lease Gift Card
518041,5058,22/23 $360 Renewal Gift Card
518042,4888,X - 2021/2022 $100 2&3 Bedrooms
518042,4688,XX - 2020/2021 Special: $100 Gift Card Incentive
518042,4817,X - 2021/2022 $100 Gift Card
518042,4914,X - 2021/2022 C3 $400 Gift Card
518042,4915,X - 2021/2022 D1/D4 $400 Gift Card
518042,4815,X - 2021/2022 National Signing Day
518042,4806,X - 2021/2022 Pick Your Perk
518042,4786,X - 2021/2022 - First 30 Renewals $100 Gift Card
518042,4936,X - 2021/2022 - 4 Bedroom $200 Gift Card
518042,4941,2021/2022 Tour Incentive
518042,4818,2021/2022 No Visa Waivers
518042,4785,X - 2021/2022 - Fill your Unit & We'll Fill Fridge
518042,4980,2021/2022 - Waived Renewal Transfer Fee
518042,4887,X - 2021/2022 $300 4 Bedroom Special
518042,4850,X - 2021/2022 $150 Gift Card
518042,4889,X - 2021/2022 $200 Gift Card Fill a Four
518042,4912,X - 2021/2022 End of School $100 Gift Card
518042,4938,2021/2022 Refer a Friend $200
518042,4728,XX - 2020/2021 Special: $300 Gift Card
518042,4678,XX - Pick Your Perk
518042,4939,2021/2022 Pick Your Perk
518042,5124,22/23 $150 Gift Card - National Signing Day
833617,5054,"22/23 $500 Gift Card, Lease Launch Tier 2"
833617,4631,X - 2020/2021 Special: Sign by 10/31/19
833617,4791,X - 2021/2022 $200 Gift Card NOW
833617,4763,X - 2020/2021 Group Rate Gift Card
833617,4676,X - 2020/2021 - Sign A Lease  & Receive $1000 Gift Card
833617,4653,X - 2020/2021 - Pick Your Incentive
833617,4719,"X - 2020/2021 - Sign a Lease to Receive a $1,000 Gift Card and Free Utilities for a Year"
833617,4755,X - 2020/2021 - Pick your Perk Summer 2020
833617,4756,X - 2020/2021 - $965 per month rate on D4 Lock Off
833617,4769,X 2021/2022 $980 Gift Card - $500 Gift Card + Free Utilities ($480 GC)
833617,5082,"22/23 $500 Gift Card, Renewals"
833617,5003,"22/23 $1,000 Gift Card, Renewals"
833617,5135,22/23 $250 Gift Card - Group 1
833617,5136,22/23 $250 Gift Card - Group 2
833617,4945,X 2021/2022 Free Month Rent
833617,5032,Group of 10
833617,5033,Group of 10+
833617,4826,"X 2021/2022 - Illini 4,000 - Cancer Research Charity"
833617,4895,"X 201/2022 48 Hour $1,000 Gift card Special"
833617,4996,"X 2021/2022 - $1,480 Gift Card (Sign & get a $1000 + Free UtiL($480 GC)"
833617,4916,X 2021/2022 Refer a Friend $500
833617,4995,X 2021/2022 - $480 Gift Card - Free Utilities for a Year
833617,4972,X 2021/2022 M1 2 Months Free
833617,4950,X 2021/2022 Studio $500 Gift Card
833617,4997,X 2021/2022 - $500 Gift Card
833617,5128,22/23 $250 Gift Card
833617,5002,"22/23 $500 Gift Card, Lease Launch"
833617,5143,22/23 $500 Gift Card - Group 6
833617,5144,22/23 $500 Gift Card - Group 7
833617,5149,22/23 $500 Gift Card - Group 10
833617,5151,22/23 $500 Gift Card - Group 11
833617,5155,22/23 $500 Gift Card - Group 12
833617,5156,22/23 $500 Gift Card - Group 13
833617,4883,X 2021/2022 No Visa Waivers
833617,5122,22/23 $150 Gift Card - National Signing Day
1143679,5187,22/23 $800 Gift Card
1143679,5121,22/23 $150 Gift Card - National Signing Day
1143679,5243,22/23 $600 Gift Card
1143679,5244,22/23 $400 Gift Card
