property_id,lease_term_id,lease_start_window_id,window_start_date,window_end_date
739084,11458,9336,08/16/2024,07/30/2025
641240,10729,7871,08/21/2019,07/31/2020
641240,10901,7960,08/15/2020,07/31/2021
641240,10901,8295,01/15/2021,07/31/2021
641240,11132,8990,08/15/2022,07/31/2023
641240,11132,8991,08/16/2022,07/31/2023
641240,11210,9192,08/17/2023,05/31/2024
641240,11210,9039,08/17/2023,07/31/2024
641240,11210,9040,08/18/2023,07/31/2024
641240,11573,9423,08/16/2024,07/31/2025
641240,12095,10023,08/15/2025,07/31/2026
641240,11027,8925,08/14/2021,12/30/2021
641240,11027,8931,08/14/2021,01/31/2022
641240,11027,8926,08/14/2021,05/31/2022
641240,11027,8861,08/14/2021,07/31/2022
641240,11027,8862,08/15/2021,07/31/2022
641240,12096,10024,08/15/2025,07/31/2026
641240,11574,9424,08/16/2024,07/31/2025
676055,10805,7894,08/18/2018,07/31/2019
676055,10806,7895,08/17/2019,07/31/2020
676055,10896,7956,08/17/2020,07/30/2021
676055,11125,8981,08/17/2022,07/31/2023
676055,11125,8998,08/17/2022,07/31/2023
676055,11206,9171,08/19/2023,07/31/2024
676055,11206,9033,08/19/2023,07/31/2024
676055,11527,9375,08/17/2024,07/31/2025
676055,11920,9878,08/16/2025,07/31/2026
676055,11026,8859,08/16/2021,07/31/2022
676055,11026,8860,08/18/2021,07/31/2022
676055,11921,9879,08/16/2025,07/31/2026
676055,11528,9376,08/17/2024,07/31/2025
518044,10342,7484,08/17/2018,07/31/2019
518044,10735,7877,08/17/2019,07/31/2020
518044,10895,7955,08/15/2020,07/31/2021
518044,11022,8848,08/14/2021,07/31/2022
518044,11022,8858,08/15/2021,07/31/2022
518044,11123,8978,08/13/2022,07/27/2023
518044,11196,9012,08/08/2023,07/24/2024
518044,11525,9373,08/08/2024,07/24/2025
518044,11913,9872,08/08/2025,07/24/2026
518044,11914,9873,08/08/2025,07/24/2026
518044,10343,7488,08/01/2015,07/30/2017
518044,10343,7485,08/19/2017,07/31/2018
518044,10346,7489,08/01/2017,07/31/2018
518044,10347,7490,08/15/2017,07/31/2018
518044,11526,9374,08/08/2024,07/24/2025
952515,10932,7971,07/31/2019,07/31/2020
952515,10932,7973,08/01/2019,07/31/2020
952515,11126,8982,08/13/2022,07/28/2023
952515,11126,8997,08/13/2022,07/28/2023
952515,11204,9031,08/12/2023,07/28/2024
952515,11204,9042,08/13/2023,07/28/2024
952515,11532,9382,08/10/2024,07/28/2025
952515,11532,9381,08/10/2024,07/28/2025
952515,11917,9876,08/10/2025,07/26/2026
952515,10933,7975,08/15/2020,07/31/2021
952515,11031,8865,08/13/2021,07/30/2022
952515,11031,8866,08/14/2021,07/30/2022
952515,11919,9877,08/10/2025,07/26/2026
518041,10078,6649,08/11/2017,07/24/2018
518041,10114,6663,08/05/2018,07/24/2019
518041,10719,7870,08/09/2019,07/24/2020
518041,10890,7939,08/07/2020,07/23/2021
518041,11124,8996,07/24/2022,01/31/2023
518041,11124,8979,08/12/2022,07/28/2023
518041,11124,8980,08/13/2022,07/28/2023
518041,11202,9028,08/17/2023,07/23/2024
518041,11202,9029,08/18/2023,07/23/2024
518041,11531,9379,08/15/2024,07/23/2025
518041,11531,9380,08/16/2024,07/23/2025
518041,11916,9874,08/11/2025,07/23/2026
518041,11916,9875,08/12/2025,07/23/2026
518041,10079,6650,01/01/2015,07/31/2017
518041,11025,8941,07/24/2021,01/31/2022
518041,11025,8852,08/07/2021,07/23/2022
518041,11025,8934,08/09/2021,01/31/2022
518041,11025,8853,08/09/2021,07/23/2022
518041,12162,10090,08/11/2025,07/23/2026
518041,10658,7597,08/01/2018,01/31/2019
518042,10080,6651,08/19/2017,07/31/2018
518042,10323,7598,08/18/2018,07/29/2019
518042,10773,7891,08/17/2019,07/26/2020
518042,10899,7958,08/13/2020,07/31/2021
518042,11032,8867,08/15/2021,07/31/2022
518042,11032,8868,08/17/2021,07/31/2022
518042,11127,8983,08/14/2022,07/29/2023
518042,11201,9047,08/15/2023,07/31/2024
518042,11201,9022,08/15/2023,07/31/2024
518042,11567,9417,08/16/2024,07/26/2025
518042,11922,9880,08/16/2025,07/26/2026
518042,10081,6652,08/01/2016,07/31/2017
518042,10662,7599,06/01/2018,05/31/2019
518042,11923,9881,08/16/2025,07/26/2026
518042,11568,9418,08/16/2024,07/26/2025
833617,11010,8292,08/20/2020,07/31/2021
833617,11011,8293,08/20/2020,12/28/2020
833617,11095,8936,08/19/2021,01/31/2022
833617,11094,8935,08/19/2021,05/31/2022
833617,11036,8875,08/19/2021,12/31/2021
833617,11014,8294,01/08/2021,05/31/2021
833617,11120,8971,08/18/2022,07/31/2023
833617,11120,8972,08/19/2022,07/31/2023
833617,11200,9020,08/18/2023,07/31/2024
833617,11200,9021,08/19/2023,07/31/2024
833617,11456,9329,08/19/2024,07/31/2025
833617,11456,9330,08/20/2024,07/31/2025
833617,11911,9869,08/18/2025,07/31/2026
833617,11911,9870,08/19/2025,07/31/2026
833617,10884,7935,08/19/2020,07/31/2021
833617,11019,8569,08/18/2021,07/31/2022
833617,11019,8570,08/19/2021,07/31/2022
833617,11912,9871,08/18/2025,07/31/2026
1197887,11212,9048,08/22/2023,07/31/2024
1197887,11575,9425,08/17/2024,07/31/2025
1197887,11575,9661,08/18/2024,07/31/2025
1197887,11958,9919,08/16/2025,07/31/2026
1197887,11958,9920,08/17/2025,07/31/2026
1197887,11959,9921,08/16/2025,07/31/2026
1197887,11576,9426,08/17/2024,07/31/2025
518046,10359,7502,08/19/2016,07/31/2017
518046,10360,7503,08/20/2016,07/31/2017
518046,10361,7504,07/31/2017,07/31/2017
518046,10362,7505,08/07/2016,07/31/2017
518046,10336,7478,01/01/2018,07/28/2018
518046,10363,7506,08/01/2017,07/28/2018
518046,10337,7510,08/11/2018,12/28/2018
518046,10337,7593,08/11/2018,07/26/2019
518046,10337,7479,08/11/2018,07/26/2019
518046,10772,7890,08/10/2019,07/24/2020
518046,10897,7957,08/08/2020,07/24/2021
518046,11033,8869,08/07/2021,07/23/2022
518046,11033,8870,08/08/2021,07/23/2022
518046,11122,8977,08/06/2022,07/23/2023
518046,11203,9030,08/07/2023,07/20/2024
518046,11565,9415,08/05/2024,07/20/2025
518046,12093,10021,08/04/2025,07/19/2026
518046,10364,7507,07/29/2018,12/31/2018
518046,10338,7480,08/11/2018,12/31/2018
518046,10365,7508,08/19/2017,12/31/2017
518046,12094,10022,08/04/2025,07/19/2026
518046,10366,7509,01/10/2018,07/28/2018
518046,11566,9416,08/05/2024,07/20/2025
100064798,12195,10191,08/16/2020,07/31/2024
100064798,12195,10157,08/16/2024,07/31/2025
100064798,12195,10158,08/16/2025,07/31/2026
1143679,11140,8999,08/14/2021,07/31/2022
1143679,11140,9000,08/22/2021,07/31/2022
1143679,11141,9006,08/19/2022,07/31/2023
1143679,11141,9001,08/19/2022,07/31/2023
1143679,11211,9178,08/16/2023,07/30/2024
1143679,11211,9041,08/16/2023,07/30/2024
1143679,11809,9727,08/16/2024,05/31/2025
1143679,11491,9339,08/16/2024,07/30/2025
1143679,11491,9954,08/17/2025,07/30/2026
1143679,11810,9728,08/16/2024,12/30/2024
1143679,11492,9795,08/16/2024,05/31/2025
1143679,11492,9340,08/16/2024,07/30/2025
1143679,11492,9955,08/17/2025,07/30/2026
1311849,11709,9694,08/17/2024,05/31/2025
1311849,11709,10123,08/18/2025,05/31/2026
1311849,11876,9828,08/17/2024,05/31/2025
1311849,11876,10124,08/18/2025,05/31/2026
1311849,11643,9496,08/01/2016,07/31/2023
1311849,11643,9462,08/18/2023,07/26/2024
1311849,11643,9495,08/17/2024,07/25/2025
1311849,11643,9884,08/18/2025,07/25/2026
1311849,11843,9762,08/17/2024,07/25/2025
1311849,11843,9885,08/18/2025,07/25/2026
1311849,12129,10057,01/03/2025,07/25/2025
